image_id,relative_path,class_id,is_train,bbox_x,bbox_y,bbox_width,bbox_height,class_name,split,display_name
1812,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0013_794620.jpg,32,1,59.0,39.0,124.0,219.0,032.Mangrove_Cuckoo,train,Mangrove Cuckoo
1813,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0019_794621.jpg,32,1,137.0,95.0,220.0,322.0,032.Mangrove_Cuckoo,train,Mangrove Cuckoo
1814,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0017_794623.jpg,32,0,48.0,37.0,196.0,414.0,032.Mangrove_Cuckoo,test,Mangrove Cuckoo
1815,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0048_26632.jpg,33,1,94.0,69.0,269.0,348.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1816,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0023_26637.jpg,33,0,94.0,138.0,101.0,118.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1817,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0094_26643.jpg,33,1,205.0,117.0,160.0,206.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1818,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0027_26844.jpg,33,1,99.0,109.0,262.0,168.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1819,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0117_26651.jpg,33,0,117.0,116.0,249.0,328.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1820,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0082_26655.jpg,33,1,33.0,76.0,370.0,190.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1821,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0009_26656.jpg,33,1,129.0,45.0,236.0,290.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1822,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0078_26888.jpg,33,0,88.0,79.0,197.0,377.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1823,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0022_26423.jpg,33,1,163.0,96.0,249.0,121.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1824,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0050_26424.jpg,33,1,31.0,83.0,465.0,207.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1825,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0036_26682.jpg,33,1,166.0,227.0,126.0,104.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1826,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0005_26684.jpg,33,0,74.0,55.0,146.0,202.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1827,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0045_26685.jpg,33,1,35.0,37.0,175.0,285.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1828,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0060_26686.jpg,33,0,76.0,54.0,167.0,411.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1829,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0007_26687.jpg,33,0,109.0,62.0,177.0,437.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1830,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0093_26432.jpg,33,1,3.0,17.0,474.0,342.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1831,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0042_26479.jpg,33,1,75.0,123.0,276.0,145.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1832,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0061_26692.jpg,33,0,164.0,57.0,162.0,294.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1833,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0034_26694.jpg,33,1,88.0,153.0,106.0,292.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1834,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0028_26446.jpg,33,1,115.0,87.0,295.0,178.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1835,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0039_26510.jpg,33,1,185.0,117.0,139.0,219.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1836,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0012_26712.jpg,33,0,114.0,97.0,154.0,222.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1837,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0097_26713.jpg,33,1,120.0,159.0,283.0,135.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1838,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0090_26714.jpg,33,0,0.0,120.0,397.0,213.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1839,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0002_26715.jpg,33,1,59.0,113.0,297.0,181.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1840,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0074_26466.jpg,33,0,88.0,68.0,117.0,128.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1841,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0091_26428.jpg,33,1,67.0,61.0,423.0,329.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1842,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0081_26429.jpg,33,1,28.0,53.0,443.0,197.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1843,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0053_26738.jpg,33,0,71.0,124.0,196.0,327.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1844,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0073_26744.jpg,33,0,164.0,134.0,198.0,151.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1845,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0077_26431.jpg,33,0,80.0,114.0,249.0,313.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1846,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0043_26492.jpg,33,0,124.0,60.0,306.0,263.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1847,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0014_26754.jpg,33,0,131.0,190.0,207.0,273.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1848,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0098_26501.jpg,33,0,149.0,67.0,202.0,158.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1849,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0084_26761.jpg,33,1,120.0,169.0,119.0,238.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1850,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0049_26766.jpg,33,1,203.0,117.0,147.0,334.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1851,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0033_26521.jpg,33,0,170.0,94.0,195.0,252.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1852,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0004_26790.jpg,33,1,216.0,130.0,161.0,160.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1853,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0018_26535.jpg,33,0,110.0,78.0,164.0,379.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1854,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0026_26794.jpg,33,1,90.0,47.0,356.0,178.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1855,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0010_26795.jpg,33,1,31.0,90.0,252.0,382.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1856,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0003_26797.jpg,33,0,84.0,46.0,274.0,388.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1857,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0116_26544.jpg,33,0,35.0,88.0,267.0,320.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1858,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0019_26803.jpg,33,1,82.0,115.0,271.0,193.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1859,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0119_26550.jpg,33,0,105.0,24.0,219.0,258.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1860,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0121_26807.jpg,33,1,117.0,74.0,128.0,177.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1861,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0088_26812.jpg,33,0,71.0,51.0,163.0,435.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1862,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0104_26814.jpg,33,0,188.0,143.0,140.0,161.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1863,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0038_26912.jpg,33,1,133.0,68.0,193.0,195.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1864,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0059_26828.jpg,33,1,98.0,138.0,106.0,274.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1865,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0024_26832.jpg,33,0,46.0,1.0,316.0,220.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1866,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0006_26578.jpg,33,0,118.0,71.0,184.0,292.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1867,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0107_26838.jpg,33,0,104.0,112.0,200.0,157.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1868,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0069_26597.jpg,33,1,123.0,90.0,188.0,388.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1869,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0066_26600.jpg,33,0,102.0,176.0,112.0,225.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1870,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0092_26859.jpg,33,1,65.0,26.0,143.0,439.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1871,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0029_26865.jpg,33,0,210.0,125.0,112.0,208.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1872,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0032_26616.jpg,33,1,68.0,86.0,257.0,376.0,033.Yellow_billed_Cuckoo,train,Yellow billed Cuckoo
1873,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0067_26878.jpg,33,0,168.0,106.0,222.0,266.0,033.Yellow_billed_Cuckoo,test,Yellow billed Cuckoo
1874,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0078_27136.jpg,34,0,56.0,100.0,146.0,109.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1875,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0042_27143.jpg,34,1,101.0,142.0,245.0,173.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1876,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0027_27153.jpg,34,0,146.0,136.0,252.0,261.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1877,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0074_27156.jpg,34,1,17.0,136.0,336.0,162.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1878,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0026_27160.jpg,34,1,99.0,97.0,248.0,398.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1879,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0075_27165.jpg,34,1,27.0,72.0,375.0,205.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1880,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0016_27181.jpg,34,1,48.0,161.0,161.0,188.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1881,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0043_26990.jpg,34,1,35.0,67.0,317.0,285.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1882,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0019_27192.jpg,34,0,178.0,217.0,218.0,204.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1883,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0068_27196.jpg,34,1,140.0,74.0,278.0,197.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1884,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0076_27200.jpg,34,0,181.0,53.0,239.0,193.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1885,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0009_26977.jpg,34,0,113.0,68.0,277.0,360.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1886,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0001_27211.jpg,34,1,157.0,27.0,171.0,257.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1887,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0018_26978.jpg,34,0,154.0,37.0,307.0,247.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1888,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0067_797289.jpg,34,0,39.0,27.0,272.0,265.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1889,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0061_26979.jpg,34,1,97.0,36.0,361.0,430.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1890,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0004_797272.jpg,34,0,188.0,144.0,116.0,136.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1891,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0048_27236.jpg,34,0,214.0,78.0,234.0,185.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1892,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0025_797274.jpg,34,1,143.0,91.0,266.0,249.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1893,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0053_797276.jpg,34,0,43.0,50.0,306.0,258.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1894,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0007_797278.jpg,34,0,40.0,62.0,168.0,140.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1895,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0044_26976.jpg,34,1,104.0,74.0,372.0,218.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1896,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0083_797281.jpg,34,0,67.0,72.0,205.0,363.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1897,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0006_797284.jpg,34,1,4.0,12.0,244.0,241.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1898,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0071_797285.jpg,34,1,126.0,44.0,342.0,267.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1899,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0021_797286.jpg,34,1,135.0,52.0,283.0,300.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1900,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0036_797287.jpg,34,0,38.0,63.0,212.0,126.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1901,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0023_797288.jpg,34,0,36.0,71.0,386.0,208.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1902,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0040_26985.jpg,34,0,143.0,13.0,167.0,265.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1903,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0015_797291.jpg,34,1,137.0,100.0,262.0,362.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1904,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0051_26988.jpg,34,1,26.0,68.0,360.0,404.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1905,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0056_797293.jpg,34,1,83.0,69.0,284.0,320.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1906,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0079_797294.jpg,34,0,76.0,50.0,204.0,235.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1907,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0046_797295.jpg,34,1,84.0,31.0,183.0,193.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1908,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0066_797298.jpg,34,0,20.0,40.0,400.0,189.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1909,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0031_797299.jpg,34,0,64.0,47.0,312.0,145.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1910,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0029_797300.jpg,34,0,166.0,122.0,272.0,309.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1911,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0065_797301.jpg,34,1,146.0,76.0,341.0,274.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1912,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0047_797303.jpg,34,1,3.0,74.0,417.0,275.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1913,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0034_797305.jpg,34,0,221.0,58.0,191.0,254.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1914,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0038_797309.jpg,34,1,19.0,26.0,365.0,300.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1915,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0064_27007.jpg,34,0,79.0,128.0,264.0,108.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1916,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0072_26993.jpg,34,0,165.0,146.0,255.0,136.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1917,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0022_27028.jpg,34,0,99.0,36.0,395.0,340.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1918,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0052_27032.jpg,34,1,113.0,76.0,267.0,205.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1919,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0084_27034.jpg,34,0,38.0,28.0,284.0,325.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1920,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0010_27039.jpg,34,1,105.0,53.0,394.0,243.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1921,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0024_27057.jpg,34,1,80.0,134.0,190.0,121.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1922,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0012_27062.jpg,34,1,131.0,62.0,347.0,306.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1923,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0030_27068.jpg,34,1,147.0,93.0,137.0,184.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1924,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0037_27088.jpg,34,0,70.0,117.0,306.0,201.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1925,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0073_27104.jpg,34,0,21.0,66.0,430.0,225.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1926,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0041_27105.jpg,34,0,166.0,94.0,257.0,228.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1927,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0057_27107.jpg,34,0,52.0,48.0,247.0,426.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1928,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0080_27108.jpg,34,1,41.0,164.0,236.0,235.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1929,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0013_27110.jpg,34,1,54.0,137.0,257.0,146.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1930,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0055_27112.jpg,34,1,201.0,113.0,298.0,154.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1931,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0028_27114.jpg,34,0,68.0,157.0,298.0,153.0,034.Gray_crowned_Rosy_Finch,test,Gray crowned Rosy Finch
1932,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0063_27123.jpg,34,1,141.0,106.0,120.0,119.0,034.Gray_crowned_Rosy_Finch,train,Gray crowned Rosy Finch
1933,035.Purple_Finch/Purple_Finch_0025_28174.jpg,35,1,221.0,108.0,191.0,130.0,035.Purple_Finch,train,Purple Finch
1934,035.Purple_Finch/Purple_Finch_0048_27670.jpg,35,1,178.0,83.0,174.0,257.0,035.Purple_Finch,train,Purple Finch
1935,035.Purple_Finch/Purple_Finch_0115_28190.jpg,35,0,55.0,63.0,241.0,379.0,035.Purple_Finch,test,Purple Finch
1936,035.Purple_Finch/Purple_Finch_0096_27688.jpg,35,1,102.0,29.0,245.0,270.0,035.Purple_Finch,train,Purple Finch
1937,035.Purple_Finch/Purple_Finch_0001_27571.jpg,35,0,100.0,83.0,396.0,244.0,035.Purple_Finch,test,Purple Finch
1938,035.Purple_Finch/Purple_Finch_0050_27702.jpg,35,1,175.0,103.0,307.0,176.0,035.Purple_Finch,train,Purple Finch
1939,035.Purple_Finch/Purple_Finch_0021_28235.jpg,35,0,76.0,57.0,270.0,278.0,035.Purple_Finch,test,Purple Finch
1940,035.Purple_Finch/Purple_Finch_0031_28175.jpg,35,0,254.0,60.0,204.0,251.0,035.Purple_Finch,test,Purple Finch
1941,035.Purple_Finch/Purple_Finch_0110_27750.jpg,35,1,168.0,34.0,274.0,249.0,035.Purple_Finch,train,Purple Finch
1942,035.Purple_Finch/Purple_Finch_0030_27255.jpg,35,0,113.0,121.0,307.0,269.0,035.Purple_Finch,test,Purple Finch
1943,035.Purple_Finch/Purple_Finch_0079_27258.jpg,35,0,224.0,23.0,275.0,154.0,035.Purple_Finch,test,Purple Finch
1944,035.Purple_Finch/Purple_Finch_0119_27260.jpg,35,0,69.0,24.0,409.0,294.0,035.Purple_Finch,test,Purple Finch
1945,035.Purple_Finch/Purple_Finch_0092_27264.jpg,35,1,75.0,33.0,318.0,361.0,035.Purple_Finch,train,Purple Finch
1946,035.Purple_Finch/Purple_Finch_0002_27266.jpg,35,0,126.0,80.0,191.0,112.0,035.Purple_Finch,test,Purple Finch
1947,035.Purple_Finch/Purple_Finch_0098_27280.jpg,35,0,31.0,66.0,414.0,221.0,035.Purple_Finch,test,Purple Finch
1948,035.Purple_Finch/Purple_Finch_0097_27288.jpg,35,0,24.0,36.0,429.0,243.0,035.Purple_Finch,test,Purple Finch
1949,035.Purple_Finch/Purple_Finch_0111_27293.jpg,35,1,106.0,37.0,145.0,281.0,035.Purple_Finch,train,Purple Finch
1950,035.Purple_Finch/Purple_Finch_0046_27295.jpg,35,0,141.0,97.0,272.0,261.0,035.Purple_Finch,test,Purple Finch
1951,035.Purple_Finch/Purple_Finch_0032_27305.jpg,35,1,1.0,59.0,368.0,279.0,035.Purple_Finch,train,Purple Finch
1952,035.Purple_Finch/Purple_Finch_0102_27308.jpg,35,1,154.0,130.0,189.0,280.0,035.Purple_Finch,train,Purple Finch
1953,035.Purple_Finch/Purple_Finch_0014_27322.jpg,35,1,35.0,113.0,314.0,241.0,035.Purple_Finch,train,Purple Finch
1954,035.Purple_Finch/Purple_Finch_0094_27323.jpg,35,1,59.0,97.0,382.0,183.0,035.Purple_Finch,train,Purple Finch
1955,035.Purple_Finch/Purple_Finch_0114_27837.jpg,35,1,111.0,65.0,169.0,226.0,035.Purple_Finch,train,Purple Finch
1956,035.Purple_Finch/Purple_Finch_0117_27427.jpg,35,0,110.0,165.0,153.0,153.0,035.Purple_Finch,test,Purple Finch
